nim,nama,jenis_kelamin,program_studi,angkatan,semester,status_akademik,ipk,sks_lulus,kehadiran_persen,golongan_ukt,nominal_ukt,tunggakan_ukt,status_pembayaran,dosen_pa
24030003,Yusuf Nugroho,L,S1 Sains Data,2024,5,Aktif,3.24,77,83.4,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
24030004,Aditya Maulana,L,S1 Sains Data,2024,5,Aktif,3.23,72,86.8,7,7000000,0,Lunas,"Yuni Kartika, M.T"
24030005,Joko Santoso,L,S1 Sains Data,2024,5,Aktif,3.28,80,82.7,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24030006,Fikri Hakim,L,S1 Sains Data,2024,5,Aktif,3.32,84,87.7,7,7000000,7000000,Menunggak,"Hendra Gunawan, M.Kom"
24030007,Joko Maulana,L,S1 Sains Data,2024,5,Aktif,3.28,72,76.1,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
24030008,Wahyu Hidayat,L,S1 Sains Data,2024,5,Aktif,2.99,72,79.1,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24030009,Satrio Lestari,L,S1 Sains Data,2024,5,Aktif,2.82,71,74.7,5,4600000,0,Lunas,"Yuni Kartika, M.T"
24030010,Citra Hidayat,P,S1 Sains Data,2024,5,Aktif,3.92,86,91.5,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
24030011,Hana Wibowo,P,S1 Sains Data,2024,5,Aktif,3.74,73,75.3,6,5800000,11600000,Menunggak,"Yuni Kartika, M.T"
24030012,Gilang Permata,L,S1 Sains Data,2024,5,Aktif,3.81,77,89.3,3,2400000,0,Lunas,Dr. Arief Rahman
24030013,Naufal Maulana,L,S1 Sains Data,2024,5,Aktif,3.49,86,82.3,7,7000000,0,Lunas,"Nur Aisyah, M.Sc"
24030014,Melati Maulana,P,S1 Sains Data,2024,5,Non-Aktif,3.66,64,74.6,1,500000,250000,Cicilan,"Ir. Bambang Setyo, M.Kom"
24030015,Hana Anggraini,P,S1 Sains Data,2024,5,Aktif,4.0,85,95.0,5,4600000,0,Lunas,Dr. Arief Rahman
24030016,Citra Anggraini,P,S1 Sains Data,2024,5,Aktif,3.16,81,79.3,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
24030017,Aditya Saputra,L,S1 Sains Data,2024,5,Aktif,3.04,79,76.1,5,4600000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24030018,Bayu Utami,L,S1 Sains Data,2024,5,Aktif,3.35,80,86.5,3,2400000,0,Lunas,"Hendra Gunawan, M.Kom"
24030019,Bagas Permata,L,S1 Sains Data,2024,5,Cuti,2.94,70,75.6,7,7000000,0,Lunas,Dr. Arief Rahman
24030020,Zahra Rahmawati,P,S1 Sains Data,2024,5,Aktif,2.93,68,77.0,2,1000000,0,Lunas,"Yuni Kartika, M.T"
24030021,Wahyu Lestari,L,S1 Sains Data,2024,5,Aktif,3.02,75,77.1,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
24030022,Dandi Anggraini,L,S1 Sains Data,2024,5,Aktif,3.71,81,84.3,4,3500000,1750000,Cicilan,"Yuni Kartika, M.T"
24030023,Andini Rahmawati,P,S1 Sains Data,2024,5,Aktif,2.44,74,87.0,1,500000,250000,Cicilan,Dr. Sri Wahyuni
24030024,Bimo Permata,L,S1 Sains Data,2024,5,Aktif,3.16,78,85.1,1,500000,0,Lunas,"Nur Aisyah, M.Sc"
24030025,Dandi Syahputra,L,S1 Sains Data,2024,5,Aktif,3.15,72,72.9,2,1000000,0,Lunas,"Hendra Gunawan, M.Kom"
24030026,Galih Ramadhan,L,S1 Sains Data,2024,5,Aktif,3.65,74,88.2,1,500000,0,Lunas,"Nur Aisyah, M.Sc"
24030027,Yusuf Santoso,L,S1 Sains Data,2024,5,Aktif,2.93,84,73.2,7,7000000,0,Lunas,"Rizal Fadhillah, M.T"
24030028,Fajar Lestari,L,S1 Sains Data,2024,5,Aktif,3.55,75,86.1,8,8500000,12750000,Menunggak,Dr. Arief Rahman
24030029,Vina Lestari,P,S1 Sains Data,2024,5,Aktif,3.37,69,92.8,6,5800000,0,Lunas,Dr. Sri Wahyuni
24030030,Laras Wijaya,P,S1 Sains Data,2024,5,Aktif,3.57,91,84.3,7,7000000,0,Lunas,Dr. Arief Rahman
24030031,Ahmad Hidayat,L,S1 Sains Data,2024,5,Aktif,2.86,77,75.2,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
24030032,Sinta Anggraini,P,S1 Sains Data,2024,5,Aktif,3.18,70,82.9,5,4600000,0,Lunas,"Yuni Kartika, M.T"
24030033,Wahyu Utami,L,S1 Sains Data,2024,5,Non-Aktif,3.24,70,80.1,5,4600000,4600000,Menunggak,Dr. Arief Rahman
24030034,Bimo Hidayat,L,S1 Sains Data,2024,5,Aktif,3.25,72,83.4,3,2400000,0,Lunas,Dr. Sri Wahyuni
24030035,Bayu Kusuma,L,S1 Sains Data,2024,5,Aktif,3.67,71,88.5,1,500000,500000,Menunggak,"Hendra Gunawan, M.Kom"
24030036,Hana Santoso,P,S1 Sains Data,2024,5,Aktif,3.1,68,78.4,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
24030037,Salsabila Wibowo,P,S1 Sains Data,2024,5,Aktif,3.71,75,94.9,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
24030038,Tiara Ramadhan,P,S1 Sains Data,2024,5,Aktif,3.2,75,82.4,4,3500000,0,Lunas,"Yuni Kartika, M.T"
24030039,Bagas Utami,L,S1 Sains Data,2024,5,Non-Aktif,2.79,77,74.3,4,3500000,3500000,Menunggak,"Nur Aisyah, M.Sc"
24020001,Andini Syahputra,P,S1 Sistem Informasi,2024,5,Aktif,3.69,86,91.1,6,5800000,0,Lunas,Dr. Arief Rahman
24020002,Naufal Santoso,L,S1 Sistem Informasi,2024,5,Aktif,2.66,71,72.9,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
24020003,Andre Anggraini,L,S1 Sistem Informasi,2024,5,Aktif,4.0,75,100.0,6,5800000,2900000,Cicilan,Dr. Arief Rahman
24020004,Reza Permata,L,S1 Sistem Informasi,2024,5,Aktif,3.29,61,86.8,3,2400000,0,Lunas,"Yuni Kartika, M.T"
24020005,Tiara Wijaya,P,S1 Sistem Informasi,2024,5,Aktif,3.25,68,71.9,2,1000000,0,Lunas,"Yuni Kartika, M.T"
24020006,Anisa Hidayat,P,S1 Sistem Informasi,2024,5,Aktif,2.64,69,72.7,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
24020007,Tiara Santoso,P,S1 Sistem Informasi,2024,5,Aktif,3.73,75,90.2,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
24020008,Ayu Halim,P,S1 Sistem Informasi,2024,5,Aktif,3.34,89,82.2,3,2400000,0,Lunas,Dr. Sri Wahyuni
24020009,Umar Santoso,L,S1 Sistem Informasi,2024,5,Aktif,3.1,66,92.0,7,7000000,0,Lunas,"Yuni Kartika, M.T"
24020010,Rizky Pratama,L,S1 Sistem Informasi,2024,5,Aktif,2.68,76,71.2,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24020011,Laras Wijaya,P,S1 Sistem Informasi,2024,5,Aktif,2.97,69,63.4,5,4600000,2300000,Cicilan,"Hendra Gunawan, M.Kom"
24020012,Hana Wijaya,P,S1 Sistem Informasi,2024,5,Aktif,3.37,83,78.4,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
24020013,Tiara Nugroho,P,S1 Sistem Informasi,2024,5,Aktif,3.09,77,87.4,7,7000000,3500000,Cicilan,"Ir. Bambang Setyo, M.Kom"
24020014,Bayu Syahputra,L,S1 Sistem Informasi,2024,5,Aktif,3.55,67,82.6,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
24020015,Umar Setiawan,L,S1 Sistem Informasi,2024,5,Aktif,3.17,77,91.9,8,8500000,8500000,Menunggak,"Ir. Bambang Setyo, M.Kom"
24020016,Ilham Ramadhan,L,S1 Sistem Informasi,2024,5,Cuti,2.9,66,84.2,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
24020017,Lutfi Hakim,L,S1 Sistem Informasi,2024,5,Aktif,3.02,72,87.0,2,1000000,0,Lunas,"Yuni Kartika, M.T"
24020018,Zahra Ramadhan,P,S1 Sistem Informasi,2024,5,Aktif,2.88,80,82.1,7,7000000,3500000,Cicilan,"Ir. Bambang Setyo, M.Kom"
24020019,Ahmad Hidayat,L,S1 Sistem Informasi,2024,5,Aktif,3.2,66,71.8,2,1000000,0,Lunas,"Hendra Gunawan, M.Kom"
24020020,Maya Firmansyah,P,S1 Sistem Informasi,2024,5,Aktif,3.02,76,78.0,8,8500000,4250000,Cicilan,Dr. Arief Rahman
24020021,Bagas Lestari,L,S1 Sistem Informasi,2024,5,Aktif,2.89,78,71.3,7,7000000,0,Lunas,"Yuni Kartika, M.T"
24020022,Hana Syahputra,P,S1 Sistem Informasi,2024,5,Aktif,3.07,73,82.4,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
24020023,Umar Syahputra,L,S1 Sistem Informasi,2024,5,Aktif,3.72,67,84.8,5,4600000,0,Lunas,Dr. Sri Wahyuni
24020024,Hafiz Santoso,L,S1 Sistem Informasi,2024,5,Aktif,3.79,80,94.8,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24020025,Oktavia Halim,P,S1 Sistem Informasi,2024,5,Aktif,3.41,81,82.0,8,8500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24020026,Reza Halim,L,S1 Sistem Informasi,2024,5,Aktif,3.97,74,84.8,5,4600000,9200000,Menunggak,Dr. Sri Wahyuni
24020027,Putri Permata,P,S1 Sistem Informasi,2024,5,Aktif,3.45,69,84.8,5,4600000,0,Lunas,Dr. Arief Rahman
24020028,Anisa Kusuma,P,S1 Sistem Informasi,2024,5,Aktif,3.5,74,88.0,7,7000000,0,Lunas,"Nur Aisyah, M.Sc"
24020029,Fajar Halim,L,S1 Sistem Informasi,2024,5,Aktif,3.11,69,86.8,5,4600000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24020030,Elsa Hakim,P,S1 Sistem Informasi,2024,5,Non-Aktif,3.31,85,91.8,4,3500000,3500000,Menunggak,"Yuni Kartika, M.T"
24020031,Rani Wijaya,P,S1 Sistem Informasi,2024,5,Aktif,2.6,64,78.6,8,8500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24020032,Ahmad Utami,L,S1 Sistem Informasi,2024,5,Aktif,2.83,78,86.6,7,7000000,0,Lunas,Dr. Sri Wahyuni
24020033,Fikri Kusuma,L,S1 Sistem Informasi,2024,5,Non-Aktif,3.87,76,93.3,1,500000,1000000,Menunggak,"Yuni Kartika, M.T"
24020034,Fikri Hakim,L,S1 Sistem Informasi,2024,5,Aktif,3.16,81,77.7,7,7000000,7000000,Menunggak,"Dwi Handayani, M.Kom"
24020035,Elsa Kusuma,P,S1 Sistem Informasi,2024,5,Aktif,3.12,77,75.2,8,8500000,0,Lunas,"Hendra Gunawan, M.Kom"
24020036,Elsa Nugroho,P,S1 Sistem Informasi,2024,5,Aktif,2.85,78,75.9,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
24020037,Dimas Santoso,L,S1 Sistem Informasi,2024,5,Aktif,3.1,90,93.1,5,4600000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
24020038,Elsa Firmansyah,P,S1 Sistem Informasi,2024,5,Aktif,2.74,75,76.9,7,7000000,0,Lunas,"Nur Aisyah, M.Sc"
24020039,Zahra Wibowo,P,S1 Sistem Informasi,2024,5,Aktif,3.45,71,85.8,2,1000000,0,Lunas,"Hendra Gunawan, M.Kom"
24020040,Reza Setiawan,L,S1 Sistem Informasi,2024,5,Aktif,4.0,88,85.5,7,7000000,0,Lunas,"Nur Aisyah, M.Sc"
24020041,Ahmad Nugroho,L,S1 Sistem Informasi,2024,5,Aktif,4.0,83,84.1,6,5800000,5800000,Menunggak,"Nur Aisyah, M.Sc"
24020042,Indah Ramadhan,P,S1 Sistem Informasi,2024,5,Aktif,3.42,78,80.7,3,2400000,0,Lunas,"Yuni Kartika, M.T"
24020043,Aditya Setiawan,L,S1 Sistem Informasi,2024,5,Aktif,2.88,74,78.2,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
24020044,Farah Santoso,P,S1 Sistem Informasi,2024,5,Aktif,3.77,82,88.8,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
24020045,Bayu Pratama,L,S1 Sistem Informasi,2024,5,Aktif,3.29,74,88.4,1,500000,0,Lunas,Dr. Sri Wahyuni
24020046,Reza Wijaya,L,S1 Sistem Informasi,2024,5,Aktif,2.8,78,75.4,3,2400000,0,Lunas,Dr. Sri Wahyuni
24020047,Salsabila Saputra,P,S1 Sistem Informasi,2024,5,Aktif,3.3,75,82.8,8,8500000,0,Lunas,"Yuni Kartika, M.T"
24020048,Hafiz Kusuma,L,S1 Sistem Informasi,2024,5,Aktif,3.57,90,96.8,3,2400000,2400000,Menunggak,"Ir. Bambang Setyo, M.Kom"
24020049,Melati Rahmawati,P,S1 Sistem Informasi,2024,5,Aktif,3.07,68,81.6,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
24020050,Zahra Anggraini,P,S1 Sistem Informasi,2024,5,Aktif,3.06,79,84.1,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
24020051,Yusuf Wijaya,L,S1 Sistem Informasi,2024,5,Aktif,3.97,85,91.9,7,7000000,0,Lunas,"Nur Aisyah, M.Sc"
24020052,Taufik Halim,L,S1 Sistem Informasi,2024,5,Aktif,3.06,64,74.8,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
24020053,Gilang Hakim,L,S1 Sistem Informasi,2024,5,Aktif,3.48,84,86.3,7,7000000,0,Lunas,"Dwi Handayani, M.Kom"
24020054,Fajar Halim,L,S1 Sistem Informasi,2024,5,Aktif,3.75,85,98.2,6,5800000,0,Lunas,Dr. Sri Wahyuni
24020055,Hafiz Ramadhan,L,S1 Sistem Informasi,2024,5,Aktif,3.5,70,83.4,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
24020056,Ayu Wibowo,P,S1 Sistem Informasi,2024,5,Aktif,3.16,82,77.7,6,5800000,2900000,Cicilan,"Hendra Gunawan, M.Kom"
24020057,Andre Maulana,L,S1 Sistem Informasi,2024,5,Aktif,3.54,72,95.1,7,7000000,0,Lunas,"Rizal Fadhillah, M.T"
24020058,Galih Anggraini,L,S1 Sistem Informasi,2024,5,Aktif,3.41,76,79.9,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
24020059,Bayu Wibowo,L,S1 Sistem Informasi,2024,5,Non-Aktif,3.05,79,77.7,5,4600000,9200000,Menunggak,"Rizal Fadhillah, M.T"
24020060,Laras Rahmawati,P,S1 Sistem Informasi,2024,5,Aktif,3.41,75,81.9,7,7000000,0,Lunas,"Nur Aisyah, M.Sc"
24020061,Vina Setiawan,P,S1 Sistem Informasi,2024,5,Aktif,3.36,66,87.2,6,5800000,5800000,Menunggak,"Hendra Gunawan, M.Kom"
24020062,Andini Kusuma,P,S1 Sistem Informasi,2024,5,Aktif,2.31,65,75.5,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
24020063,Lutfi Saputra,L,S1 Sistem Informasi,2024,5,Non-Aktif,2.94,80,72.2,3,2400000,1200000,Cicilan,"Dwi Handayani, M.Kom"
24020064,Taufik Halim,L,S1 Sistem Informasi,2024,5,Aktif,2.92,75,80.2,3,2400000,2400000,Menunggak,"Rizal Fadhillah, M.T"
24020065,Taufik Maulana,L,S1 Sistem Informasi,2024,5,Aktif,3.25,73,76.6,3,2400000,0,Lunas,Dr. Sri Wahyuni
24020066,Vina Firmansyah,P,S1 Sistem Informasi,2024,5,Aktif,3.03,71,83.0,5,4600000,0,Lunas,Dr. Arief Rahman
24020067,Dewi Setiawan,P,S1 Sistem Informasi,2024,5,Aktif,3.44,71,91.7,8,8500000,0,Lunas,"Yuni Kartika, M.T"
24020068,Zahra Halim,P,S1 Sistem Informasi,2024,5,Aktif,4.0,83,84.7,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
24020069,Cahaya Permata,P,S1 Sistem Informasi,2024,5,Aktif,3.76,77,85.6,3,2400000,0,Lunas,"Hendra Gunawan, M.Kom"
24020070,Hafiz Ramadhan,L,S1 Sistem Informasi,2024,5,Aktif,3.91,73,90.6,1,500000,0,Lunas,"Rizal Fadhillah, M.T"
24020071,Dandi Firmansyah,L,S1 Sistem Informasi,2024,5,Non-Aktif,1.92,76,67.4,4,3500000,3500000,Menunggak,"Hendra Gunawan, M.Kom"
24020072,Kartika Permata,P,S1 Sistem Informasi,2024,5,Cuti,3.59,81,79.3,7,7000000,0,Lunas,"Hendra Gunawan, M.Kom"
24020073,Gilang Pratama,L,S1 Sistem Informasi,2024,5,Aktif,2.73,80,62.4,7,7000000,7000000,Menunggak,"Hendra Gunawan, M.Kom"
24020074,Ayu Santoso,P,S1 Sistem Informasi,2024,5,Non-Aktif,2.97,76,80.7,8,8500000,12750000,Menunggak,Dr. Arief Rahman
25040001,Lutfi Syahputra,L,D3 Sistem Informasi,2025,3,Aktif,3.61,26,80.8,7,7000000,0,Lunas,"Hendra Gunawan, M.Kom"
25040002,Joko Syahputra,L,D3 Sistem Informasi,2025,3,Aktif,3.57,37,80.8,5,4600000,0,Lunas,"Yuni Kartika, M.T"
25040003,Maya Utami,P,D3 Sistem Informasi,2025,3,Aktif,2.87,40,87.1,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
25040004,Lutfi Rahmawati,L,D3 Sistem Informasi,2025,3,Cuti,3.19,41,82.1,8,8500000,0,Lunas,Dr. Sri Wahyuni
25040005,Laras Permata,P,D3 Sistem Informasi,2025,3,Aktif,3.3,30,86.6,6,5800000,0,Lunas,"Yuni Kartika, M.T"
25040006,Dimas Hakim,L,D3 Sistem Informasi,2025,3,Cuti,3.05,47,73.9,4,3500000,0,Lunas,"Yuni Kartika, M.T"
25040007,Fajar Maulana,L,D3 Sistem Informasi,2025,3,Aktif,2.74,41,80.6,3,2400000,0,Lunas,Dr. Arief Rahman
25040008,Galih Anggraini,L,D3 Sistem Informasi,2025,3,Aktif,2.7,25,73.3,7,7000000,10500000,Menunggak,"Hendra Gunawan, M.Kom"
25040009,Cahaya Kusuma,P,D3 Sistem Informasi,2025,3,Aktif,2.84,42,70.9,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
25040010,Hana Anggraini,P,D3 Sistem Informasi,2025,3,Aktif,3.96,35,88.8,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
25040011,Andini Maulana,P,D3 Sistem Informasi,2025,3,Aktif,2.95,45,74.6,3,2400000,0,Lunas,Dr. Sri Wahyuni
25040012,Fajar Maulana,L,D3 Sistem Informasi,2025,3,Aktif,3.15,37,71.3,5,4600000,0,Lunas,"Yuni Kartika, M.T"
25040013,Yusuf Rahmawati,L,D3 Sistem Informasi,2025,3,Aktif,3.92,43,81.7,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
25040014,Ayu Utami,P,D3 Sistem Informasi,2025,3,Aktif,3.58,36,86.8,5,4600000,0,Lunas,Dr. Sri Wahyuni
25040015,Andre Kusuma,L,D3 Sistem Informasi,2025,3,Aktif,2.89,40,77.0,4,3500000,0,Lunas,Dr. Sri Wahyuni
25040016,Hafiz Setiawan,L,D3 Sistem Informasi,2025,3,Non-Aktif,2.75,43,69.9,3,2400000,1200000,Cicilan,"Rizal Fadhillah, M.T"
25040017,Rani Nugroho,P,D3 Sistem Informasi,2025,3,Aktif,3.39,48,80.5,1,500000,0,Lunas,"Hendra Gunawan, M.Kom"
25040018,Sinta Permata,P,D3 Sistem Informasi,2025,3,Aktif,3.02,39,76.9,8,8500000,0,Lunas,Dr. Sri Wahyuni
25040019,Galih Kusuma,L,D3 Sistem Informasi,2025,3,Aktif,2.52,41,80.4,4,3500000,1750000,Cicilan,Dr. Sri Wahyuni
25040020,Lutfi Nugroho,L,D3 Sistem Informasi,2025,3,Aktif,3.04,31,87.1,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25040021,Lutfi Setiawan,L,D3 Sistem Informasi,2025,3,Aktif,3.5,20,81.6,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
25040022,Lutfi Wijaya,L,D3 Sistem Informasi,2025,3,Aktif,3.89,28,91.2,8,8500000,0,Lunas,"Hendra Gunawan, M.Kom"
25040023,Ahmad Rahmawati,L,D3 Sistem Informasi,2025,3,Aktif,3.29,28,96.3,3,2400000,0,Lunas,Dr. Sri Wahyuni
25040024,Lutfi Nugroho,L,D3 Sistem Informasi,2025,3,Aktif,3.25,31,76.2,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
25040025,Bimo Maulana,L,D3 Sistem Informasi,2025,3,Aktif,3.39,32,78.9,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
25040026,Rizky Setiawan,L,D3 Sistem Informasi,2025,3,Aktif,4.0,28,89.9,4,3500000,1750000,Cicilan,"Nur Aisyah, M.Sc"
25040027,Hafiz Syahputra,L,D3 Sistem Informasi,2025,3,Aktif,3.27,33,88.2,4,3500000,1750000,Cicilan,Dr. Sri Wahyuni
25040028,Galih Syahputra,L,D3 Sistem Informasi,2025,3,Aktif,3.6,44,91.8,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
25040029,Melati Wibowo,P,D3 Sistem Informasi,2025,3,Aktif,3.21,31,86.7,4,3500000,0,Lunas,Dr. Sri Wahyuni
25040030,Farah Ramadhan,P,D3 Sistem Informasi,2025,3,Aktif,3.14,44,81.0,4,3500000,0,Lunas,"Yuni Kartika, M.T"
25040031,Maya Utami,P,D3 Sistem Informasi,2025,3,Aktif,2.71,48,63.0,8,8500000,0,Lunas,Dr. Arief Rahman
25010001,Zahra Hidayat,P,S1 Informatika,2025,3,Aktif,3.63,43,90.6,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
25010002,Cahaya Wijaya,P,S1 Informatika,2025,3,Aktif,3.49,40,90.1,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
25010003,Galih Permata,L,S1 Informatika,2025,3,Aktif,2.49,32,67.4,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
25010004,Elsa Lestari,P,S1 Informatika,2025,3,Aktif,2.66,39,68.0,6,5800000,0,Lunas,Dr. Sri Wahyuni
25010005,Dimas Permata,L,S1 Informatika,2025,3,Aktif,3.34,28,75.8,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
25010006,Dandi Setiawan,L,S1 Informatika,2025,3,Aktif,3.1,34,77.5,6,5800000,0,Lunas,Dr. Arief Rahman
25010007,Bimo Halim,L,S1 Informatika,2025,3,Aktif,3.62,34,80.8,4,3500000,3500000,Menunggak,"Rizal Fadhillah, M.T"
25010008,Aditya Hidayat,L,S1 Informatika,2025,3,Aktif,3.94,50,92.3,1,500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010009,Umar Utami,L,S1 Informatika,2025,3,Aktif,3.61,48,90.3,3,2400000,2400000,Menunggak,"Ir. Bambang Setyo, M.Kom"
25010010,Reza Firmansyah,L,S1 Informatika,2025,3,Aktif,2.95,40,69.2,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
25010011,Wahyu Permata,L,S1 Informatika,2025,3,Aktif,2.74,28,73.4,2,1000000,0,Lunas,Dr. Sri Wahyuni
25010012,Cahaya Rahmawati,P,S1 Informatika,2025,3,Cuti,3.98,47,82.3,4,3500000,7000000,Menunggak,"Dwi Handayani, M.Kom"
25010013,Dewi Syahputra,P,S1 Informatika,2025,3,Aktif,3.4,29,85.8,4,3500000,0,Lunas,Dr. Arief Rahman
25010014,Maya Lestari,P,S1 Informatika,2025,3,Aktif,3.61,33,88.9,4,3500000,0,Lunas,"Yuni Kartika, M.T"
25010015,Laras Santoso,P,S1 Informatika,2025,3,Aktif,3.19,31,86.0,1,500000,0,Lunas,"Rizal Fadhillah, M.T"
25010016,Oktavia Anggraini,P,S1 Informatika,2025,3,Aktif,2.65,38,69.0,5,4600000,4600000,Menunggak,"Nur Aisyah, M.Sc"
25010017,Cahaya Santoso,P,S1 Informatika,2025,3,Aktif,3.47,37,82.7,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
25010018,Elsa Setiawan,P,S1 Informatika,2025,3,Aktif,3.49,36,86.9,7,7000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010019,Andre Santoso,L,S1 Informatika,2025,3,Aktif,3.29,34,92.5,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
25010020,Ilham Santoso,L,S1 Informatika,2025,3,Aktif,3.02,40,85.2,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
25010021,Bimo Halim,L,S1 Informatika,2025,3,Aktif,2.57,37,79.8,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
25010022,Ayu Kusuma,P,S1 Informatika,2025,3,Aktif,3.5,36,92.9,4,3500000,0,Lunas,"Yuni Kartika, M.T"
25010023,Rani Maulana,P,S1 Informatika,2025,3,Aktif,2.41,39,67.5,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
25010024,Dimas Kusuma,L,S1 Informatika,2025,3,Non-Aktif,3.1,44,77.7,4,3500000,1750000,Cicilan,Dr. Arief Rahman
25010025,Tiara Ramadhan,P,S1 Informatika,2025,3,Aktif,3.37,40,87.7,7,7000000,0,Lunas,"Nur Aisyah, M.Sc"
25010026,Yusuf Hidayat,L,S1 Informatika,2025,3,Aktif,3.76,39,97.0,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010027,Tiara Rahmawati,P,S1 Informatika,2025,3,Aktif,2.58,38,72.7,2,1000000,0,Lunas,"Rizal Fadhillah, M.T"
25010028,Naufal Anggraini,L,S1 Informatika,2025,3,Aktif,3.54,29,92.1,3,2400000,0,Lunas,"Hendra Gunawan, M.Kom"
25010029,Citra Halim,P,S1 Informatika,2025,3,Aktif,3.53,33,81.8,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010030,Tiara Hidayat,P,S1 Informatika,2025,3,Aktif,2.86,47,74.3,6,5800000,0,Lunas,Dr. Sri Wahyuni
25010031,Gita Rahmawati,P,S1 Informatika,2025,3,Aktif,3.12,36,79.4,3,2400000,2400000,Menunggak,"Nur Aisyah, M.Sc"
25010032,Ahmad Rahmawati,L,S1 Informatika,2025,3,Aktif,3.12,43,72.2,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
25010033,Sinta Hakim,P,S1 Informatika,2025,3,Aktif,3.44,41,75.0,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
25010034,Rizky Hidayat,L,S1 Informatika,2025,3,Aktif,3.21,35,77.4,3,2400000,0,Lunas,"Hendra Gunawan, M.Kom"
25010035,Zahra Halim,P,S1 Informatika,2025,3,Aktif,3.51,32,76.6,8,8500000,0,Lunas,"Nur Aisyah, M.Sc"
25010036,Andini Santoso,P,S1 Informatika,2025,3,Aktif,3.28,43,82.5,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010037,Yusuf Setiawan,L,S1 Informatika,2025,3,Aktif,3.48,34,99.4,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
25010038,Melati Firmansyah,P,S1 Informatika,2025,3,Aktif,3.75,35,86.6,4,3500000,0,Lunas,Dr. Sri Wahyuni
25010039,Maya Kusuma,P,S1 Informatika,2025,3,Aktif,3.39,36,84.4,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
25010040,Citra Rahmawati,P,S1 Informatika,2025,3,Aktif,3.07,31,93.3,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
